Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_030067875.1	ASM3006787v1	2025-08-24	Bacillus cereus		FFI_gr_36					GCF_030067875.1-RS_2025_08_24	Complete Genome	2023-05-24		2	Bacillus cereus
GCF_030067855.1	ASM3006785v1	2025-08-24	Bacillus cereus		FFI_gr_46					GCF_030067855.1-RS_2025_08_24	Complete Genome	2023-05-24		3	Bacillus cereus
GCF_052122615.1	ASM5212261v1	2025-08-19	Bacillus cereus		26-1					GCF_052122615.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJKC01	3	Bacillus cereus
GCF_013267775.1	ASM1326777v1	2025-08-02	Bacillus cereus		FDAARGOS_797					GCF_013267775.1-RS_2025_08_02	Complete Genome	2020-06-04		2	Bacillus cereus
GCF_013267235.1	ASM1326723v1	2025-08-02	Bacillus cereus		FDAARGOS_802					GCF_013267235.1-RS_2025_08_02	Complete Genome	2020-06-04		8	Bacillus cereus
GCF_013267475.1	ASM1326747v1	2025-08-02	Bacillus cereus		FDAARGOS_780					GCF_013267475.1-RS_2025_08_02	Complete Genome	2020-06-04		4	Bacillus cereus
GCF_013267455.1	ASM1326745v1	2025-08-02	Bacillus cereus		FDAARGOS_781					GCF_013267455.1-RS_2025_08_02	Complete Genome	2020-06-04		4	Bacillus cereus
GCF_051669205.1	ASM5166920v1	2025-08-01	Bacillus cereus		Tor 16585					GCF_051669205.1-RS_2025_08_01	Complete Genome	2025-08-02		4	Bacillus cereus
GCF_024299105.1	ASM2429910v1	2025-07-25	Bacillus cereus		MB1					GCF_024299105.1-RS_2025_07_25	Complete Genome	2022-07-18		3	Bacillus cereus
GCF_030518615.1	ASM3051861v1	2025-07-22	Bacillus cereus		DW444					GCF_030518615.1-RS_2025_07_22	Complete Genome	2023-07-23		4	Bacillus cereus
GCF_018884185.1	ASM1888418v1	2025-07-13	Bacillus cereus		CF4-51					GCF_018884185.1-RS_2025_07_13	Complete Genome	2021-06-15		4	Bacillus cereus
GCF_030291955.1	ASM3029195v1	2025-07-08	Bacillus cereus		D5_B_69					GCF_030291955.1-RS_2025_07_08	Complete Genome	2023-06-20		3	Bacillus cereus
GCF_030406205.1	ASM3040620v1	2025-07-06	Bacillus cereus		lycx					GCF_030406205.1-RS_2025_07_06	Complete Genome	2023-07-04		2	Bacillus cereus
GCF_051132255.1	ASM5113225v1	2025-06-29	Bacillus cereus		DP040					GCF_051132255.1-RS_2025_06_29	Complete Genome	2025-06-29		2	Bacillus cereus
GCF_040268315.1	ASM4026831v1	2025-06-24	Bacillus cereus		NBNZ-2162					GCF_040268315.1-RS_2025_06_24	Complete Genome	2024-06-25		2	Bacillus cereus
GCF_040210495.1	ASM4021049v1	2025-06-19	Bacillus cereus		B9					GCF_040210495.1-RS_2025_06_19	Complete Genome	2024-06-20		5	Bacillus cereus
GCF_018309125.1	ASM1830912v1	2025-06-16	Bacillus cereus		BC06					GCF_018309125.1-RS_2025_06_16	Complete Genome	2021-05-07		3	Bacillus cereus
GCF_018309145.1	ASM1830914v1	2025-06-15	Bacillus cereus		BC07					GCF_018309145.1-RS_2025_06_15	Complete Genome	2021-05-07		5	Bacillus cereus
GCF_023094015.1	ASM2309401v1	2025-06-12	Bacillus cereus		CDHWZ7					GCF_023094015.1-RS_2025_06_12	Complete Genome	2022-04-24		3	Bacillus cereus
GCF_000007825.1	ASM782v1	2025-06-11	Bacillus cereus ATCC 14579		ATCC 14579					GCF_000007825.1-RS_2025_06_11	Complete Genome	2003-04-17		2	Bacillus cereus
GCF_050871175.1	Bacillus cereus Genome sequencing	2025-06-11	Bacillus cereus		FWZ-1					GCF_050871175.1-RS_2025_06_11	Complete Genome	2025-06-12		1	Bacillus cereus
GCF_025946485.2	ASM2594648v2	2025-06-11	Bacillus cereus		BC38B					GCF_025946485.2-RS_2025_06_11	Complete Genome	2023-02-24		2	Bacillus cereus
GCF_050814675.1	ASM5081467v1	2025-06-07	Bacillus cereus		JMF-2008-3-0007					GCF_050814675.1-RS_2025_06_07	Complete Genome	2025-06-07		6	Bacillus cereus
GCF_016774555.1	ASM1677455v1	2025-06-02	Bacillus cereus		21155					GCF_016774555.1-RS_2025_06_02	Complete Genome	2021-01-31		5	Bacillus cereus
GCF_004801195.1	ASM480119v1	2025-05-31	Bacillus cereus		MH19					GCF_004801195.1-RS_2025_05_31	Complete Genome	2019-04-19		1	Bacillus cereus
GCF_004006495.1	ASM400649v1	2025-05-29	Bacillus cereus		ZB201708					GCF_004006495.1-RS_2025_05_29	Complete Genome	2019-01-09		1	Bacillus cereus
GCF_045838415.1	Bacillus cereus strain Ta-LAA-64	2025-05-28	Bacillus cereus		Ta-LAA-64					GCF_045838415.1-RS_2025_05_28	Complete Genome	2025-05-29		1	Bacillus cereus
GCF_030064245.1	ASM3006424v1	2025-05-22	Bacillus cereus		IBA1					GCF_030064245.1-RS_2025_05_22	Complete Genome	2023-05-23		1	Bacillus cereus
GCF_009739965.1	ASM973996v1	2025-05-21	Bacillus cereus		DLOU-Tangshan					GCF_009739965.1-RS_2025_05_21	Complete Genome	2019-12-11		2	Bacillus cereus
GCF_001518875.1	ASM151887v1	2025-05-21	Bacillus cereus		FORC_013					GCF_001518875.1-RS_2025_05_21	Complete Genome	2016-01-20		2	Bacillus cereus
GCF_002214765.1	ASM221476v1	2025-05-21	Bacillus cereus		FORC_048					GCF_002214765.1-RS_2025_05_21	Complete Genome	2017-07-05		1	Bacillus cereus
GCF_002000005.1	ASM200000v1	2025-05-21	Bacillus cereus		FORC021					GCF_002000005.1-RS_2025_05_21	Complete Genome	2017-02-15		2	Bacillus cereus
GCF_023516415.1	ASM2351641v1	2025-05-21	Bacillus cereus		DQ01					GCF_023516415.1-RS_2025_05_21	Complete Genome	2022-05-22		3	Bacillus cereus
GCF_002224345.1	ASM222434v1	2025-05-21	Bacillus cereus C1L		C1L					GCF_002224345.1-RS_2025_05_21	Complete Genome	2017-07-24		4	Bacillus cereus
GCF_013394245.1	ASM1339424v1	2025-05-14	Bacillus cereus		H2					GCF_013394245.1-RS_2025_05_14	Complete Genome	2020-07-08		3	Bacillus cereus
GCF_001721145.1	ASM172114v1	2025-05-14	Bacillus cereus		FORC_024					GCF_001721145.1-RS_2025_05_14	Complete Genome	2016-09-07		1	Bacillus cereus
GCF_024498915.1	ASM2449891v1	2025-05-14	Bacillus cereus		GSICC 30237					GCF_024498915.1-RS_2025_05_14	Complete Genome	2022-08-01		4	Bacillus cereus
GCF_003020845.1	ASM302084v1	2025-05-14	Bacillus cereus		FORC60					GCF_003020845.1-RS_2025_05_14	Complete Genome	2018-03-27		1	Bacillus cereus
GCF_021442085.1	ASM2144208v1	2025-05-14	Bacillus cereus		NR1					GCF_021442085.1-RS_2025_05_14	Complete Genome	2022-01-12		2	Bacillus cereus
GCF_019704155.2	ASM1970415v2	2025-05-14	Bacillus cereus		HT18					GCF_019704155.2-RS_2025_05_14	Complete Genome	2022-01-25		6	Bacillus cereus
GCF_004771155.1	ASM477115v1	2025-05-14	Bacillus cereus		1000305					GCF_004771155.1-RS_2025_05_14	Complete Genome	2019-04-11		1	Bacillus cereus
GCF_025035865.1	ASM2503586v1	2025-05-14	Bacillus cereus		FORC_010					GCF_025035865.1-RS_2025_05_14	Complete Genome	2022-09-07		2	Bacillus cereus
GCF_009739985.1	ASM973998v1	2025-05-14	Bacillus cereus		DLOU-Weihai					GCF_009739985.1-RS_2025_05_14	Complete Genome	2019-12-11		2	Bacillus cereus
GCF_024584625.1	ASM2458462v1	2025-05-14	Bacillus cereus		C-1					GCF_024584625.1-RS_2025_05_14	Complete Genome	2022-08-08		2	Bacillus cereus
GCF_006349735.2	ASM634973v2	2025-05-14	Bacillus cereus		A24					GCF_006349735.2-RS_2025_05_14	Complete Genome	2021-11-01		3	Bacillus cereus
GCF_013284505.2	ASM1328450v2	2025-05-14	Bacillus cereus		HD1.4B					GCF_013284505.2-RS_2025_05_14	Complete Genome	2021-11-01		4	Bacillus cereus
GCF_013284455.2	ASM1328445v2	2025-05-14	Bacillus cereus		HD2.4					GCF_013284455.2-RS_2025_05_14	Complete Genome	2021-11-01		4	Bacillus cereus
GCF_000021205.1	ASM2120v1	2025-05-14	Bacillus cereus B4264		B4264					GCF_000021205.1-RS_2025_05_14	Complete Genome	2008-12-17		1	Bacillus cereus
GCF_024508095.1	ASM2450809v1	2025-08-27	Bacillus subtilis		RUB331					GCF_024508095.1-RS_2025_08_27	Complete Genome	2022-08-03		1	Bacillus subtilis
GCF_024507895.1	ASM2450789v1	2025-08-27	Bacillus subtilis		BGSC 10A5					GCF_024507895.1-RS_2025_08_27	Complete Genome	2022-08-03		1	Bacillus subtilis
GCF_024507835.1	ASM2450783v1	2025-08-27	Bacillus subtilis subsp. subtilis		BGSC 10A5					GCF_024507835.1-RS_2025_08_27	Complete Genome	2022-08-03		1	Bacillus subtilis
GCF_052233195.1	ASM5223319v1	2025-08-26	Bacillus subtilis		DN3-1					GCF_052233195.1-RS_2025_08_26	Complete Genome	2025-08-28		1	Bacillus subtilis
GCF_021497525.1	ASM2149752v1	2025-08-25	Bacillus subtilis		JNFE1126					GCF_021497525.1-RS_2025_08_25	Complete Genome	2022-01-18		3	Bacillus subtilis
GCF_021497545.1	ASM2149754v1	2025-08-25	Bacillus subtilis		JNFE0126					GCF_021497545.1-RS_2025_08_25	Complete Genome	2022-01-18		3	Bacillus subtilis
GCF_052146085.1	ASM5214608v1	2025-08-20	Bacillus subtilis		19-F3					GCF_052146085.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus subtilis
GCF_052142275.1	ASM5214227v1	2025-08-20	Bacillus subtilis		19-E3					GCF_052142275.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus subtilis
GCF_052145425.1	ASM5214542v1	2025-08-20	Bacillus subtilis		19-WTA					GCF_052145425.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus subtilis
GCF_030643845.1	ASM3064384v1	2025-08-19	Bacillus subtilis		GXD-20					GCF_030643845.1-RS_2025_08_19	Complete Genome	2023-08-04		1	Bacillus subtilis
GCF_052119865.1	ASM5211986v1	2025-08-19	Bacillus subtilis		2-H1					GCF_052119865.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJFO01	2	Bacillus subtilis
GCF_052077925.1	ASM5207792v1	2025-08-19	Bacillus subtilis		2-WTA					GCF_052077925.1-RS_2025_08_19	Complete Genome	2025-08-17	JBQJFP01	2	Bacillus subtilis
GCF_052119875.1	ASM5211987v1	2025-08-19	Bacillus subtilis		2-E1					GCF_052119875.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJFN01	2	Bacillus subtilis
GCF_030643765.1	ASM3064376v1	2025-08-19	Bacillus subtilis		JD-014					GCF_030643765.1-RS_2025_08_19	Complete Genome	2023-08-04		2	Bacillus subtilis
GCF_052120895.1	ASM5212089v1	2025-08-19	Bacillus subtilis		2-F2					GCF_052120895.1-RS_2025_08_19	Complete Genome	2025-08-19	JBQJFM01	2	Bacillus subtilis
GCF_052077915.1	ASM5207791v1	2025-08-19	Bacillus subtilis		2-WTB					GCF_052077915.1-RS_2025_08_19	Complete Genome	2025-08-17	JBQJFQ01	2	Bacillus subtilis
GCF_051935865.1	ASM5193586v1	2025-08-13	Bacillus subtilis		GLB191					GCF_051935865.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Bacillus subtilis
GCF_051912505.1	ASM5191250v1	2025-08-12	Bacillus subtilis		4E					GCF_051912505.1-RS_2025_08_12	Complete Genome	2025-08-12		2	Bacillus subtilis
GCF_051912515.1	ASM5191251v1	2025-08-12	Bacillus subtilis subsp. subtilis		1E					GCF_051912515.1-RS_2025_08_12	Complete Genome	2025-08-12		1	Bacillus subtilis
GCF_051908735.1	ASM5190873v1	2025-08-11	Bacillus subtilis		A1					GCF_051908735.1-RS_2025_08_11	Complete Genome	2025-08-11	JBPZSJ01	2	Bacillus subtilis
GCF_051904005.1	ASM5190400v1	2025-08-10	Bacillus subtilis		8SII					GCF_051904005.1-RS_2025_08_10	Complete Genome	2025-08-10		1	Bacillus subtilis
GCF_051904015.1	ASM5190401v1	2025-08-10	Bacillus subtilis subsp. subtilis		NM261					GCF_051904015.1-RS_2025_08_10	Complete Genome	2025-08-10		1	Bacillus subtilis
GCF_024220155.1	ASM2422015v1	2025-08-02	Bacillus subtilis		MEC_B298					GCF_024220155.1-RS_2025_08_02	Complete Genome	2022-07-12		1	Bacillus subtilis
GCF_024733955.1	ASM2473395v1	2025-08-01	Bacillus subtilis		A-5					GCF_024733955.1-RS_2025_08_01	Complete Genome	2022-08-22	JALJVV01	3	Bacillus subtilis
GCF_051515105.1	ASM5151510v1	2025-07-25	Bacillus subtilis		M4					GCF_051515105.1-RS_2025_07_25	Complete Genome	2025-07-29		2	Bacillus subtilis
GCF_018884165.1	ASM1888416v1	2025-07-22	Bacillus subtilis		s-16					GCF_018884165.1-RS_2025_07_22	Complete Genome	2021-06-15		1	Bacillus subtilis
GCF_030438175.1	ASM3043817v1	2025-07-22	Bacillus subtilis		SRCM126725					GCF_030438175.1-RS_2025_07_22	Complete Genome	2023-07-11		1	Bacillus subtilis
GCF_001565875.1	ASM156587v1	2025-07-11	Bacillus subtilis subsp. natto		CGMCC 2108					GCF_001565875.1-RS_2025_07_11	Complete Genome	2016-02-22		3	Bacillus subtilis
GCF_001747445.1	ASM174744v1	2025-07-10	Bacillus subtilis		HRBS-10TDI13					GCF_001747445.1-RS_2025_07_10	Complete Genome	2016-09-28		2	Bacillus subtilis
GCF_001660525.1	ASM166052v1	2025-07-10	Bacillus subtilis subsp. subtilis		delta6					GCF_001660525.1-RS_2025_07_10	Complete Genome	2016-06-09		1	Bacillus subtilis
GCF_030297075.1	ASM3029707v1	2025-07-10	Bacillus subtilis subsp. natto		NARUSE					GCF_030297075.1-RS_2025_07_10	Complete Genome	2023-05-11		2	Bacillus subtilis
GCF_023702085.1	ASM2370208v1	2025-07-05	Bacillus subtilis		N2-10					GCF_023702085.1-RS_2025_07_05	Complete Genome	2022-06-11		1	Bacillus subtilis
GCF_023702515.1	ASM2370251v1	2025-07-04	Bacillus subtilis		NB205					GCF_023702515.1-RS_2025_07_04	Complete Genome	2022-06-12		3	Bacillus subtilis
GCF_009662255.1	ASM966225v1	2025-07-01	Bacillus subtilis		MB8_B1					GCF_009662255.1-RS_2025_07_01	Complete Genome	2019-11-14		1	Bacillus subtilis
GCF_009662155.1	ASM966215v1	2025-07-01	Bacillus subtilis		MB9_B4					GCF_009662155.1-RS_2025_07_01	Complete Genome	2019-11-14		1	Bacillus subtilis
GCF_009662455.1	ASM966245v1	2025-07-01	Bacillus subtilis		P9_B1					GCF_009662455.1-RS_2025_07_01	Complete Genome	2019-11-14		1	Bacillus subtilis
GCF_002173615.1	ASM217361v1	2025-07-01	Bacillus subtilis subsp. subtilis		SRCM101441					GCF_002173615.1-RS_2025_07_01	Complete Genome	2017-06-06		2	Bacillus subtilis
GCF_013009385.1	ASM1300938v1	2025-06-30	Bacillus subtilis subsp. subtilis str. 168		168					GCF_013009385.1-RS_2025_06_30	Complete Genome	2020-05-11		1	Bacillus subtilis
GCF_006741845.1	ASM674184v1	2025-06-30	Bacillus subtilis subsp. subtilis		NBRC 13719					GCF_006741845.1-RS_2025_06_30	Complete Genome	2019-06-11		2	Bacillus subtilis
GCF_009662175.1	ASM966217v1	2025-06-30	Bacillus subtilis		MB9_B1					GCF_009662175.1-RS_2025_06_30	Complete Genome	2019-11-14		1	Bacillus subtilis
GCF_004119775.1	ASM411977v1	2025-06-30	Bacillus subtilis		SRCM103612					GCF_004119775.1-RS_2025_06_30	Complete Genome	2019-01-30		4	Bacillus subtilis
GCF_009662195.1	ASM966219v1	2025-06-30	Bacillus subtilis		MB8_B10					GCF_009662195.1-RS_2025_06_30	Complete Genome	2019-11-14		1	Bacillus subtilis
GCF_016065415.1	ASM1606541v1	2025-06-30	Bacillus subtilis		LBUM979					GCF_016065415.1-RS_2025_06_30	Complete Genome	2020-12-15		1	Bacillus subtilis
GCF_009662435.1	ASM966243v1	2025-06-30	Bacillus subtilis		P8_B1					GCF_009662435.1-RS_2025_06_30	Complete Genome	2019-11-14		2	Bacillus subtilis
GCF_003610955.1	ASM361095v1	2025-06-30	Bacillus subtilis		WB800N					GCF_003610955.1-RS_2025_06_30	Complete Genome	2018-10-03		1	Bacillus subtilis
GCF_009913515.1	ASM991351v1	2025-06-30	Bacillus subtilis		SRCM102748					GCF_009913515.1-RS_2025_06_30	Complete Genome	2020-01-22		1	Bacillus subtilis
GCF_002269195.1	ASM226919v1	2025-06-30	Bacillus subtilis		DKU_NT_03					GCF_002269195.1-RS_2025_06_30	Complete Genome	2017-08-24		1	Bacillus subtilis
GCF_009913535.1	ASM991353v1	2025-06-30	Bacillus subtilis		SRCM102749					GCF_009913535.1-RS_2025_06_30	Complete Genome	2020-01-22		2	Bacillus subtilis
GCF_009662215.1	ASM966221v1	2025-06-30	Bacillus subtilis		MB8_B7					GCF_009662215.1-RS_2025_06_30	Complete Genome	2019-11-14		2	Bacillus subtilis
GCF_009497815.1	ASM949781v1	2025-06-30	Bacillus subtilis		HMNig-2					GCF_009497815.1-RS_2025_06_30	Complete Genome	2019-11-04		1	Bacillus subtilis
GCF_024637955.1	ASM2463795v1	2025-08-30	Bacillus velezensis		EM-1					GCF_024637955.1-RS_2025_08_30	Complete Genome	2022-08-12		1	Bacillus velezensis
GCF_030979955.1	ASM3097995v1	2025-08-30	Bacillus velezensis		NBNZ-0060					GCF_030979955.1-RS_2025_08_30	Complete Genome	2023-08-30		1	Bacillus velezensis
GCF_019334525.1	ASM1933452v1	2025-08-26	Bacillus velezensis		LABIM44					GCF_019334525.1-RS_2025_08_26	Complete Genome	2021-07-25		1	Bacillus velezensis
GCF_052229975.1	ASM5222997v1	2025-08-26	Bacillus velezensis		NS13					GCF_052229975.1-RS_2025_08_26	Complete Genome	2025-08-28		1	Bacillus velezensis
GCF_024610615.1	ASM2461061v1	2025-08-24	Bacillus velezensis		PMC206					GCF_024610615.1-RS_2025_08_24	Complete Genome	2022-08-10		3	Bacillus velezensis
GCF_019285615.1	ASM1928561v1	2025-08-21	Bacillus velezensis		LBY-1					GCF_019285615.1-RS_2025_08_21	Complete Genome	2021-07-20		4	Bacillus velezensis
GCF_052161765.1	ASM5216176v1	2025-08-21	Bacillus velezensis		JLU-53					GCF_052161765.1-RS_2025_08_21	Complete Genome	2025-08-22		1	Bacillus velezensis
GCF_052144505.1	ASM5214450v1	2025-08-20	Bacillus velezensis		77-E7-A5					GCF_052144505.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052142305.1	ASM5214230v1	2025-08-20	Bacillus velezensis		77-E7					GCF_052142305.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052145415.1	ASM5214541v1	2025-08-20	Bacillus velezensis		77-WTA					GCF_052145415.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052147335.1	ASM5214733v1	2025-08-20	Bacillus velezensis		77-E7-BHI					GCF_052147335.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052144495.1	ASM5214449v1	2025-08-20	Bacillus velezensis		96-E6					GCF_052144495.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052146075.1	ASM5214607v1	2025-08-20	Bacillus velezensis		96-WTA					GCF_052146075.1-RS_2025_08_20	Complete Genome	2025-08-20		1	Bacillus velezensis
GCF_052076155.1	ASM5207615v1	2025-08-18	Bacillus velezensis		0904					GCF_052076155.1-RS_2025_08_18	Complete Genome	2025-08-18		1	Bacillus velezensis
GCF_029536735.1	ASM2953673v2	2025-08-17	Bacillus velezensis		PRO76					GCF_029536735.1-RS_2025_08_17	Complete Genome	2025-04-18		3	Bacillus velezensis
GCF_024508215.1	ASM2450821v1	2025-08-16	Bacillus velezensis		Ba-0321					GCF_024508215.1-RS_2025_08_16	Complete Genome	2022-08-03		1	Bacillus velezensis
GCF_052055905.1	ASM5205590v1	2025-08-16	Bacillus velezensis		FBa1					GCF_052055905.1-RS_2025_08_16	Complete Genome	2025-08-16		1	Bacillus velezensis
GCF_024499135.1	ASM2449913v1	2025-08-15	Bacillus velezensis		C5					GCF_024499135.1-RS_2025_08_15	Complete Genome	2022-08-01		1	Bacillus velezensis
GCF_051990605.1	ASM5199060v1	2025-08-14	Bacillus velezensis		HW_001					GCF_051990605.1-RS_2025_08_14	Complete Genome	2025-08-14		1	Bacillus velezensis
GCF_051940895.1	ASM5194089v1	2025-08-13	Bacillus velezensis		GZ8-6					GCF_051940895.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Bacillus velezensis
GCF_051935925.1	ASM5193592v1	2025-08-13	Bacillus velezensis		J4					GCF_051935925.1-RS_2025_08_13	Complete Genome	2025-08-13		1	Bacillus velezensis
GCF_051912555.1	ASM5191255v1	2025-08-12	Bacillus velezensis		LMY3-5					GCF_051912555.1-RS_2025_08_12	Complete Genome	2025-08-12		1	Bacillus velezensis
GCF_019222745.1	ASM1922274v1	2025-08-11	Bacillus velezensis		BS-G1					GCF_019222745.1-RS_2025_08_11	Complete Genome	2021-07-15		1	Bacillus velezensis
GCF_014841075.1	ASM1484107v1	2025-08-10	Bacillus velezensis		BSC16a					GCF_014841075.1-RS_2025_08_10	Complete Genome	2020-10-04		1	Bacillus velezensis
GCF_024408125.1	ASM2440812v1	2025-08-09	Bacillus velezensis		906					GCF_024408125.1-RS_2025_08_09	Complete Genome	2022-07-25		1	Bacillus velezensis
GCF_051861845.1	ASM5186184v1	2025-08-07	Bacillus velezensis		BX77					GCF_051861845.1-RS_2025_08_07	Complete Genome	2025-08-08		1	Bacillus velezensis
GCF_051801825.1	ASM5180182v1	2025-08-05	Bacillus velezensis		JLU-55					GCF_051801825.1-RS_2025_08_05	Complete Genome	2025-08-06		1	Bacillus velezensis
GCF_051799895.1	ASM5179989v1	2025-08-05	Bacillus velezensis		ST5					GCF_051799895.1-RS_2025_08_05	Complete Genome	2025-08-06		1	Bacillus velezensis
GCF_013367755.1	ASM1336775v1	2025-07-30	Bacillus velezensis		WLYS23					GCF_013367755.1-RS_2025_07_30	Complete Genome	2020-06-23		1	Bacillus velezensis
GCF_051549775.1	ASM5154977v1	2025-07-30	Bacillus velezensis		WSR1					GCF_051549775.1-RS_2025_07_30	Complete Genome	2025-07-31		2	Bacillus velezensis
GCF_030544925.1	ASM3054492v1	2025-07-25	Bacillus velezensis		XDY66					GCF_030544925.1-RS_2025_07_25	Complete Genome	2023-07-26		2	Bacillus velezensis
GCF_051516225.1	ASM5151622v1	2025-07-24	Bacillus velezensis		MZ09					GCF_051516225.1-RS_2025_07_24	Complete Genome	2025-07-29		1	Bacillus velezensis
GCF_051472655.1	ASM5147265v1	2025-07-23	Bacillus velezensis		Soil-4-2					GCF_051472655.1-RS_2025_07_23	Complete Genome	2025-07-23		1	Bacillus velezensis
GCF_030520225.1	ASM3052022v1	2025-07-23	Bacillus velezensis		SRCM126726					GCF_030520225.1-RS_2025_07_23	Complete Genome	2023-07-24		1	Bacillus velezensis
GCF_030518635.1	ASM3051863v1	2025-07-22	Bacillus velezensis		NC-B4					GCF_030518635.1-RS_2025_07_22	Complete Genome	2023-07-23		1	Bacillus velezensis
GCF_030516885.1	ASM3051688v1	2025-07-21	Bacillus velezensis		DW-7					GCF_030516885.1-RS_2025_07_21	Complete Genome	2023-07-21		1	Bacillus velezensis
GCF_030517005.1	ASM3051700v1	2025-07-21	Bacillus velezensis		B1					GCF_030517005.1-RS_2025_07_21	Complete Genome	2023-07-21		1	Bacillus velezensis
GCF_030517045.1	ASM3051704v1	2025-07-21	Bacillus velezensis		B3					GCF_030517045.1-RS_2025_07_21	Complete Genome	2023-07-21		1	Bacillus velezensis
GCF_013201135.1	ASM1320113v1	2025-07-19	Bacillus velezensis		A2					GCF_013201135.1-RS_2025_07_19	Complete Genome	2020-05-31		1	Bacillus velezensis
GCF_013201465.1	ASM1320146v1	2025-07-19	Bacillus velezensis		B268					GCF_013201465.1-RS_2025_07_19	Complete Genome	2020-06-01		1	Bacillus velezensis
GCF_030506345.1	ASM3050634v1	2025-07-19	Bacillus velezensis		411					GCF_030506345.1-RS_2025_07_19	Complete Genome	2023-07-19		1	Bacillus velezensis
GCF_003047005.1	ASM304700v1	2025-07-18	Bacillus velezensis		J7-1					GCF_003047005.1-RS_2025_07_18	Complete Genome	2018-04-10		1	Bacillus velezensis
GCF_003047025.1	ASM304702v1	2025-07-18	Bacillus velezensis		8-2					GCF_003047025.1-RS_2025_07_18	Complete Genome	2018-04-10		1	Bacillus velezensis
GCF_003047045.1	ASM304704v1	2025-07-18	Bacillus velezensis		131-4					GCF_003047045.1-RS_2025_07_18	Complete Genome	2018-04-10		1	Bacillus velezensis
GCF_002005345.1	ASM200534v1	2025-07-16	Bacillus velezensis		GH1-13					GCF_002005345.1-RS_2025_07_16	Complete Genome	2017-02-21		2	Bacillus velezensis
GCF_013122275.1	ASM1312227v1	2025-07-16	Bacillus velezensis		EN01					GCF_013122275.1-RS_2025_07_16	Complete Genome	2020-05-19		1	Bacillus velezensis
GCF_001723585.1	ASM172358v1	2025-07-16	Bacillus velezensis		M75					GCF_001723585.1-RS_2025_07_16	Complete Genome	2016-09-13		1	Bacillus velezensis
GCF_002796465.1	ASM279646v1	2025-07-16	Bacillus velezensis		CN026					GCF_002796465.1-RS_2025_07_16	Complete Genome	2017-11-27		1	Bacillus velezensis
